公司代號,公司名稱,營利事業統一編號
4952,凌通科技股份有限公司,80741441
4956,光鋐科技股份有限公司,28334226
4958,臻鼎科技控股股份有限公司,26392564
4960,誠美材料科技股份有限公司,27790294
4961,天鈺科技股份有限公司,84149499
4967,十銓科技股份有限公司,97418375
4968,立積電子股份有限公司,80661880
4976,佳凌科技股份有限公司,70848492
4977,眾達科技股份有限公司,31922986
4989,李長榮科技股份有限公司,97173920
4994,傳奇網路遊戲股份有限公司,12975809
4999,鑫禾科技股份有限公司,13012009
5007,三星科技股份有限公司,68040606
5203,訊連科技股份有限公司,23829868
5215,科嘉(開曼)股份有限公司,31618486
5225,東科控股股份有限公司,37750975
5234,達興材料股份有限公司,28357108
5243,乙盛精密工業股份有限公司,1895435
5258,虹堡科技股份有限公司,84188062
5259,清惠光電股份有限公司,86070530
5264,鎧勝控股有限公司,31912805
5269,祥碩科技股份有限公司,80688184
5283,禾聯碩股份有限公司,80333058
5284,經寶精密控股股份有限公司,41173259
5285,界霖科技股份有限公司,12636560
5288,開曼商豐祥控股股份有限公司,38582821
5305,敦南科技股份有限公司,23528103
5388,中磊電子股份有限公司,86690573
5434,崇越科技股份有限公司,23621614
5469,瀚宇博德股份有限公司,23225071
5471,松翰科技股份有限公司,97063584
5484,慧友電子股份有限公司,89639615
5515,建國工程股份有限公司,46298200
5519,隆大營建事業股份有限公司,85898033
5521,工信工程股份有限公司,3028404
5522,遠雄建設事業股份有限公司,4673318
5525,順天建設股份有限公司,22764965
5531,鄉林建設事業股份有限公司,23641822
5533,皇鼎建設開發股份有限公司,23988653
5534,長虹建設股份有限公司,4633597
5538,開曼東明控股股份有限公司,2769941
5607,遠雄自貿港投資控股股份有限公司,86121030
5608,四維航業股份有限公司,12551801
5706,鳳凰國際旅行社股份有限公司,11322915
5871,中租控股股份有限公司,26389569
5876,上海商業儲蓄銀行股份有限公司,3036306
5880,合作金庫金融控股股份有限公司,53021433
5906,台南企業(開曼)股份有限公司,36855058
5907,大洋百貨集團控股股份有限公司,53013068
6005,群益金鼎證券股份有限公司,22956035
6024,群益期貨股份有限公司,97176335
6108,競國實業股份有限公司,36084833
6112,聚碩科技股份有限公司,16428796
6115,鎰勝工業股份有限公司,22304288
6116,瀚宇彩晶股份有限公司,16450500
6117,迎廣科技股份有限公司,9497109
6120,達運精密工業股份有限公司,23504361
6128,上福全球科技股份有限公司,56625344
6131,悠克國際股份有限公司,86664884
6133,金橋科技股份有限公司,4865462
6136,富爾特科技股份有限公司,86616791
6139,亞翔工程股份有限公司,12204275
6141,柏承科技股份有限公司,23750095
6142,友勁科技股份有限公司,22099744
6152,百一電子股份有限公司,89549585
6153,嘉聯益科技股份有限公司,86980046
6155,鈞寶電子工業股份有限公司,22306130
6164,華興電子工業股份有限公司,34168978
6165,捷泰精密工業股份有限公司,4386575
6166,凌華科技股份有限公司,89593343
6168,宏齊科技股份有限公司,89358419
6172,互億科技股份有限公司,16144475
6176,瑞儀光電股份有限公司,22101208
6177,達麗建設事業股份有限公司,4477420
6183,關貿網路股份有限公司,97162640
6184,大豐有線電視股份有限公司,96974228
6189,豐藝電子股份有限公司,22151585
6191,精成科技股份有限公司,81069921
6192,巨路國際股份有限公司,14033663
6196,帆宣系統科技股份有限公司,23145632
6197,佳必琪國際股份有限公司,86701804
6201,亞弘電科技股份有限公司,73710056
6202,盛群半導體股份有限公司,16130330
6205,詮欣股份有限公司,22115625
6206,飛捷科技股份有限公司,21230513
6209,今國光學工業股份有限公司,56654500
6213,聯茂電子股份有限公司,97179403
6214,精誠資訊股份有限公司,97311466
6215,和椿科技股份有限公司,12304443
6216,居易科技股份有限公司,16242320
6224,聚鼎科技股份有限公司,16433242
6225,天瀚科技股份有限公司,16253228
6226,光鼎電子股份有限公司,22601800
6230,超眾科技股份有限公司,34005476
6235,華孚科技股份有限公司,35383165
6239,力成科技股份有限公司,16082267
6243,迅杰科技股份有限公司,16505809
6251,定穎電子股份有限公司,22993144
6257,矽格股份有限公司,23218022
6269,台郡科技股份有限公司,16347324
6271,同欣電子工業股份有限公司,4226986
6277,宏正自動科技股份有限公司,12403422
6278,台灣表面黏著科技股份有限公司,23722471
6281,全國電子股份有限公司,22006252
6282,康舒科技股份有限公司,12341051
6283,淳安電子股份有限公司,89827686
6285,啟碁科技股份有限公司,97331723
6288,聯嘉光電股份有限公司,89396315
6289,華上光電股份有限公司,16743865
6405,悅城科技股份有限公司,27340208
6409,旭隼科技股份有限公司,28865032
6412,群光電能科技股份有限公司,24284436
6414,樺漢科技股份有限公司,70380046
6415,矽力杰股份有限公司,2906023
6416,瑞祺電通股份有限公司,28488592
6431,光麗光電科技股份有限公司,41181265
6442,光紅建聖股份有限公司,97119975
6443,元晶太陽能科技股份有限公司,28997300
6449,鈺邦科技股份有限公司,28064644
6451,訊芯科技控股股份有限公司,38649225
6452,康友製藥控股有限公司,54395965
6456,GIS Holding Limited,41420316
6464,台灣數位光訊科技股份有限公司,28371951
6477,安集科技股份有限公司,28580346
6504,南六企業股份有限公司,75989858
6505,台塑石化股份有限公司,86522210
6525,捷敏股份有限公司,49791260
6531,愛普科技股份有限公司,53503847
6533,晶心科技股份有限公司,27638046
6541,泰福生技股份有限公司,24797816
6552,易華電子股份有限公司,76025826
6558,興能高科技股份有限公司,97430131
6573,虹揚發展科技股份有限公司,53016234
6579,研揚科技股份有限公司,53113073
6581,台灣鋼聯股份有限公司,89528054
6582,申豐特用應材股份有限公司,85841102
6591,動力科技股份有限公司,42461124
6605,帝寶工業股份有限公司,59347422
6625,必應創造股份有限公司,54663862
6641,基士德科技股份有限公司,82703128
6655,科定企業股份有限公司,80214519
6666,羅麗芬控股股份有限公司,82230260
6668,中揚光電股份有限公司,54258218
6669,緯穎科技服務股份有限公司,53687704
6670,復盛應用科技股份有限公司,53091900
6671,三能集團控股股份有限公司,82517356
6672,騰輝電子國際集團股份有限公司,72952251
6674,鋐寶科技股份有限公司,24456541
8011,台通光電股份有限公司,12362365
8016,矽創電子股份有限公司,86735240
8021,尖點科技股份有限公司,96912835
8028,昇陽國際半導體股份有限公司,84149884
8033,雷虎科技股份有限公司,52541175
8039,台虹科技股份有限公司,16198345
8046,南亞電路板股份有限公司,16096804
8070,長華電材股份有限公司,23307811
8072,陞泰科技股份有限公司,97092770
8081,致新科技股份有限公司,84149723
8101,華冠通訊股份有限公司,70747852
8103,瀚荃股份有限公司,23632274
8104,錸寶科技股份有限公司,70766576
8105,凌巨科技股份有限公司,16432742
8110,華東科技股份有限公司,22101116
8112,至上電子股份有限公司,22368959
8114,振樺電子股份有限公司,12514341
8131,福懋科技股份有限公司,23826736
8150,南茂科技股份有限公司,16130042
8163,達方電子股份有限公司,16081507
8201,無敵科技股份有限公司,23163259
8210,勤誠興業股份有限公司,5143647
8213,志超科技股份有限公司,70801378
8215,明基材料股份有限公司,16549778
8222,寶一科技股份有限公司,4431804
8249,菱光科技股份有限公司,16596646
8261,富鼎先進電子股份有限公司,16550923
8271,宇瞻科技股份有限公司,97444368
8341,日友環保科技股份有限公司,89922041
8367,建新國際股份有限公司,23250583
8374,羅昇企業股份有限公司,12486062
8404,百和興業股份有限公司(開曼),53013264
8411,福貞控股股份有限公司,10913602
8422,可寧衛股份有限公司,16908140
8427,基勝（開曼）控股股份有限公司,53013905
8429,金麗集團控股有限公司,36986397
8442,威宏控股股份有限公司,50684485
8443,阿瘦實業股份有限公司,80511709
8454,富邦媒體科技股份有限公司,27365925
8462,柏文健康事業股份有限公司,27693238
8463,潤泰精密材料股份有限公司,86871981
8464,億豐綜合工業股份有限公司,28696894
8466,美吉吉國際股份有限公司,50640945
8467,波力環球企業股份有限公司,47442040
8473,山林水環境工程股份有限公司,27329077
8478,東哥企業股份有限公司,85798816
8480,泰昇國際(控股)有限公司,56255601
8481,政伸企業股份有限公司,22396792
8482,商億全球控股有限公司,82172064
8488,吉源控股股份有限公司,47848647
8497,格威傳媒股份有限公司,11330555
8499,鼎炫投資控股股份有限公司,72780928
8926,台灣汽電共生股份有限公司,86685142
8940,新天地國際實業股份有限公司,84435578
8996,高力熱處理工業股份有限公司,35319185
9103,美德向邦醫療國際股份有限公司,0
910322,康師傅控股有限公司,0
910482,聖馬丁國際控股有限公司,0
9105,泰金寶科技股份有限公司,0
910861,神州數碼控股有限公司,0
9110,越南製造加工出口控股有限公司,0
911608,明輝環球企業有限公司,26264842
911616,杜康控股有限公司,0
911619,耀傑集團有限公司,0
911622,聚亨企業集團(泰國)大眾有限公司,26064801
911868,同方友友控股有限公司,0
912000,晨訊科技集團有限公司,0
912398,友佳國際控股有限公司,0
9136,巨騰國際控股有限公司,0
9157,陽光能源控股有限公司,26153183
9188,精熙國際(開曼)有限公司,0
9802,鈺齊國際股份有限公司,39737838
9902,台火開發股份有限公司,3562308
9904,寶成工業股份有限公司,58711014
9905,大華金屬工業股份有限公司,4403363
9906,欣巴巴事業股份有限公司,33428716
9907,統一實業股份有限公司,73252657
9908,大台北區瓦斯股份有限公司,11072304
9910,豐泰企業股份有限公司,63400932
9911,台灣櫻花股份有限公司,23113940
9912,偉聯科技股份有限公司,20792640
9914,美利達工業股份有限公司,59052361
9917,中興保全股份有限公司,12148598
9918,欣欣天然氣股份有限公司,33665843
9919,康那香企業股份有限公司,74231126
9921,巨大機械工業股份有限公司,56054251
9924,台灣福興工業股份有限公司,75706009
9925,台灣新光保全股份有限公司,12261768
9926,新海瓦斯股份有限公司,35433242
9927,泰銘實業股份有限公司,79875202
9928,中國電視事業股份有限公司,18556774
9929,秋雨創新股份有限公司,69439272
9930,中聯資源股份有限公司,86119908
9931,欣高石油氣股份有限公司,79882718
9933,中鼎工程股份有限公司,20817282
9934,成霖企業股份有限公司,30899261
9935,慶豐富實業股份有限公司,59198197
9937,全國加油站股份有限公司,22958907
9938,台灣百和工業股份有限公司,9468343
9939,宏全國際股份有限公司,58176511
9940,信義房屋股份有限公司,22354940
9941,裕融企業股份有限公司,23528130
9942,茂順密封元件科技股份有限公司,61904541
9943,好樂迪股份有限公司,84256265
9944,新麗企業股份有限公司,33375909
9945,潤泰創新國際股份有限公司,12139612
9946,三發地產股份有限公司(原:金革),84466749
9955,佳龍科技工程股份有限公司,97211972
9958,世紀鋼鐵結構股份有限公司,22649001
1240,茂生農經股份有限公司,18795706
1258,其祥生物科技控股有限公司,53028230
1259,安心食品服務股份有限公司,23928945
1264,德麥食品股份有限公司,23420497
1268,漢來美食股份有限公司,80352343
1333,恩得利工業股份有限公司,84584513
1336,台翰精密科技股份有限公司,22589593
1565,精華光學股份有限公司,22195654
1566,捷邦國際科技股份有限公司,49733115
1569,濱川企業股份有限公司,76404919
1570,力肯實業股份有限公司,36253534
1580,新麥企業股份有限公司,12461082
1584,精剛精密科技股份有限公司,80334042
1586,和勤精機股份有限公司,86985605
1591,英屬開曼群島商駿吉控股(股)公司,53650116
1593,祺驊股份有限公司,97432341
1595,川寶科技股份有限公司,16860440
1597,直得科技股份有限公司,16755427
1599,宏佳騰動力科技股份有限公司,80621419
1742,台灣蠟品股份有限公司,22625269
1752,南光化學製藥股份有限公司,69275313
1777,生泰合成工業股份有限公司,72197621
1781,合世生醫科技股份有限公司,97304042
1784,訊聯生物科技股份有限公司,70836411
1785,光洋應用材料科技股份有限公司,43787872
1787,福盈科技化學股份有限公司,12207266
1788,杏昌生技股份有限公司,23161816
1795,美時化學製藥股份有限公司,11456110
1796,金穎生物科技股份有限公司,16962158
1799,易威生醫科技股份有限公司,16570131
1813,寶利徠光學科技股份有限公司,84449952
1815,富喬工業股份有限公司,16834268
2035,唐榮鐵工廠股份有限公司,75460005
2061,風青實業股份有限公司,89260422
2063,世鎧精密股份有限公司,86637206
2064,晉椿工業股份有限公司,30826319
2065,世豐螺絲股份有限公司,31213886
2066,世德工業股份有限公司,22546808
2067,嘉鋼精密工業股份有限公司,66402912
2070,精湛光學科技股份有限公司,89855649
2221,大甲永和機械工業股份有限公司,56615319
2230,泰茂實業股份有限公司,86070187
2233,宇隆科技股份有限公司,22702791
2235,謚源實業股份有限公司,22479934
2596,綠意開發股份有限公司,12860948
2640,台灣大車隊股份有限公司,27767961
2641,正德海運股份有限公司,16467798
2643,捷迅股份有限公司,12479610
2718,晶悅國際飯店股份有限公司,12198180
2719,燦星國際旅行社股份有限公司,80355209
2724,富驛酒店集團有限公司,28982799
2726,雅茗天地股份有限公司,38634004
2729,瓦城泰統股份有限公司,70843031
2732,六角國際事業股份有限公司,80671769
2734,易飛網國際旅行社股份有限公司,70464468
2736,高野大飯店股份有限公司,29129201
2740,天蔥國際股份有限公司,28581041
2745,五福旅行社股份有限公司,22835878
2916,滿心企業股份有限公司,12498877
2924,開曼東凌股份有限公司,26335810
2926,誠品生活股份有限公司,27952966
2928,紅馬有限公司,54962284
2937,集雅社股份有限公司,89266170
3064,泰偉電子股份有限公司,70613972
3066,李洲科技股份有限公司,4541794
3067,全域股份有限公司,4934334
3071,協禧電機股份有限公司,90724033
3073,凱柏實業股份有限公司,86298705
3078,僑威科技股份有限公司,84573516
3081,聯亞光電工業股份有限公司,16022634
3083,中華網龍股份有限公司,70541704
3085,創新新零售股份有限公司,89836340
3086,華義國際數位娛樂股份有限公司,84453385
3088,艾訊股份有限公司,23718011
3089,元炬科研股份有限公司,84167600
3092,鴻碩精密電工股份有限公司,86318408
3093,台灣港建股份有限公司,4655310
3095,及成企業股份有限公司,33724081
3105,穩懋半導體股份有限公司,70752257
3114,好德科技股份有限公司,20799897
3115,寶島極光股份有限公司,86825235
3118,進階生物科技股份有限公司,23348952
3122,笙泉科技股份有限公司,16945166
3128,昇銳電子股份有限公司,22601576
3131,弘塑科技股份有限公司,84355899
3141,晶宏半導體股份有限公司,70392248
3144,新揚科技股份有限公司,70774800
3147,大綜電腦系統股份有限公司,86059612
3152,璟德電子工業股份有限公司,16443570
3162,精確實業股份有限公司,86406401
3163,波若威科技股份有限公司,16586555
3169,亞信電子股份有限公司,84149435
3171,新洲全球股份有限公司,23945965
3176,基亞生物科技股份有限公司,70760897
3178,公準精密工業股份有限公司,75940820
3188,鑫龍騰開發股份有限公司,12667444
3191,和進電子股份有限公司,86105242
3202,樺晟電子股份有限公司,39607700
3205,佰研生化科技股份有限公司,16313696
3206,志豐電子股份有限公司,31109687
3207,耀勝電子股份有限公司,86534980
3211,順達科技股份有限公司,16596982
3213,茂訊電腦股份有限公司,23631726
3217,優群科技股份有限公司,22575850
3218,大學光學科技股份有限公司,84926791
3219,倚強科技股份有限公司,86865138
3221,台灣嘉碩科技股份有限公司,16264983
3224,三顧股份有限公司,16657495
3226,至寶光電股份有限公司,22193115
3227,原相科技股份有限公司,16633261
3228,金麗科技股份有限公司,16200855
3230,錦明實業股份有限公司,22490277
3232,昱捷股份有限公司,22731120
3234,光環科技股份有限公司,16211142
3236,千如電機工業股份有限公司,45011782
3252,海灣國際開發(股)公司,84919932
3259,鑫創科技股份有限公司,16766959
3260,威剛科技股份有限公司,12861019
3264,欣銓科技股份有限公司,70751779
3265,台星科股份有限公司,70552666
3268,海德威電子工業股份有限公司,86105539
3272,東碩資訊股份有限公司,84126144
3276,宇環科技股份有限公司,70684527
3284,太普高精密影像股份有限公司,16469727
3285,微端科技股份有限公司,89649873
3287,廣寰科技股份有限公司,70360251
3288,點晶科技股份有限公司,97334073
3289,宜特科技股份有限公司,89845410
3290,東浦精密光電股份有限公司,89347602
3293,鈊象電子股份有限公司,23519738
3294,英濟股份有限公司,86362776
3297,杭特電子股份有限公司,23133690
3303,岱稜科技股份有限公司,23842911
3306,鼎天國際股份有限公司,16433708
3310,佳穎精密企業股份有限公司,22948084
3313,斐成企業股份有限公司,84341994
3317,尼克森微電子股份有限公司,16752651
3322,建舜電子製造股份有限公司,34145259
3323,加百裕工業股份有限公司,16271936
3324,雙鴻科技股份有限公司,16619628
3325,旭品科技股份有限公司,96958986
3332,幸康電子股份有限公司,86009297
3339,泰谷光電科技股份有限公司,70774610
3354,律勝科技股份有限公司,97330127
3360,尚立股份有限公司,9473845
3362,先進光電科技股份有限公司,22301825
3363,上詮光纖通信股份有限公司,84149462
3372,台灣典範半導體股份有限公司,22101544
3373,熱映光電股份有限公司,70590078
3374,精材科技股份有限公司,16741846
3379,彬台科技股份有限公司,5087498
3388,崇越電通股份有限公司,84752200
3390,旭軟電子科技股份有限公司,16674213
3402,漢科系統科技股份有限公司,23830295
3426,台興電子企業股份有限公司,12499995
3431,長天科技股份有限公司,89875862
3434,哲固資訊科技股份有限公司,84354060
3438,台灣類比科技股份有限公司,16795912
3441,聯一光學工業股份有限公司,52888437
3444,利機企業股份有限公司,84355650
3452,益通光能科技股份有限公司,12999083
3455,由田新技股份有限公司,86710418
3465,進泰電子科技股份有限公司,84232790
3466,致振企業股份有限公司,12375925
3479,安勤科技股份有限公司,70604376
3483,力致科技股份有限公司,16266820
3484,崧騰企業股份有限公司,86834614
3489,森寶開發股份有限公司,86140894
3490,單井工業股份有限公司,23393652
3491,昇達科技股份有限公司,16999508
3492,長盛科技股份有限公司,84846066
3498,陽程科技股份有限公司,36049822
3499,環天世通科技股份有限公司,70498381
3508,位速科技股份有限公司,12894840
3511,矽瑪科技股份有限公司,80611545
3512,皇龍開發股份有限公司,86746561
3516,亞帝歐光電股份有限公司,86410720
3520,振維電子股份有限公司,22071540
3521,鴻翊國際股份有限公司,22023793
3522,御頂國際股份有限公司,12947467
3523,迎輝科技股份有限公司,16366341
3526,凡甲科技股份有限公司,16691156
3527,聚積科技股份有限公司,16948543
3529,力旺電子股份有限公司,70784292
3531,先益電子工業股份有限公司,52543363
3537,堡達實業股份有限公司,22625795
3540,曜越科技股份有限公司,70669172
3541,西柏科技股份有限公司,23975263
3546,宇峻奧汀科技股份有限公司,89521257
3548,兆利科技工業股份有限公司,27393491
3551,世禾科技股份有限公司,16044341
3552,同致電子企業股份有限公司,55900791
3555,重鵬生技股份有限公司,80551862
3556,禾瑞亞科技股份有限公司,80342958
3558,神準科技股份有限公司,28496495
3562,頂晶科技股份有限公司,28388897
3564,其陽科技股份有限公司,12658515
3567,逸昌科技股份有限公司,12613567
3570,大塚資訊科技股份有限公司,16088678
3577,泓格科技股份有限公司,84517297
3580,友威科技股份有限公司,80072814
3581,博磊科技股份有限公司,16889100
3587,閎康科技股份有限公司,79959286
3594,磐儀科技股份有限公司,84469443
3609,東林科技股份有限公司,13073151
3611,鼎翰科技股份有限公司,28624652
3615,安可光電股份有限公司,28812887
3623,富晶通科技股份有限公司,70791435
3624,光頡科技股份有限公司,16130084
3625,西勝國際股份有限公司,96969724
3628,盈正豫順電子股份有限公司,16444732
3629,地心引力股份有限公司,12898395
3630,新鉅科技股份有限公司,70748276
3631,晟楠科技股份有限公司,15979384
3632,研勤科技股份有限公司,12894047
3642,駿熠電子科技股份有限公司,23491020
3646,艾恩特精密工業股份有限公司,16870474
3652,精聯電子股份有限公司,28913512
3663,鑫科材料科技股份有限公司,16827203
3664,安瑞科技股份有限公司,28984305
3666,光耀科技股份有限公司,27397031
3672,康聯訊科技股份有限公司,16744506
3675,德微科技股份有限公司,89672698
3680,家登精密工業股份有限公司,16406379
3684,榮昌科技股份有限公司,89549184
3685,元創精密車業股份有限公司,52811070
3687,茂為歐買尬數位科技股份有限公司,70444999
3689,湧德電子股份有限公司,27642463
3691,碩禾電子材料股份有限公司,80433079
3693,營邦企業股份有限公司,96994977
3707,漢磊先進投資控股股份有限公司,54389725
3709,鑫聯大投資控股股份有限公司,51512503
3710,連展投資控股股份有限公司,51608205
4102,永日化學工業股份有限公司,56620559
4105,台灣東洋藥品工業股份有限公司,11821341
4107,邦特生物科技股份有限公司,86306206
4109,穆拉德加捷生技股份有限公司,89415241
4111,濟生醫藥生技股份有限公司,47154259
4113,聯上實業股份有限公司,16126477
4114,健喬信元醫藥生技股份有限公司,43199950
4116,明基三豐醫療器材股份有限公司,23285106
4120,友華生技醫藥股份有限公司,12397982
4121,優盛醫學科技股份有限公司,23123644
4123,晟德大藥廠股份有限公司,18606304
4126,太平洋醫材股份有限公司,20765714
4127,天良生物科技企業股份有限公司,85086859
4128,中天生物科技股份有限公司,70555349
4129,聯合骨科器材股份有限公司,22099982
4130,健亞生物科技股份有限公司,84149006
4131,晶宇生物科技實業股份有限公司,16680539
4138,曜亞國際股份有限公司,80527809
4139,馬光保健控股股份有限公司,28993894
4147,中裕新藥股份有限公司,28707338
4152,台灣微脂體股份有限公司,16176150
4153,鈺緯科技開發股份有限公司,89376900
4154,康樂生技股份有限公司,26330076
4157,太景醫藥研發控股股份有限公司,31982484
4160,創源生物科技股份有限公司,24268870
4161,聿新生物科技股份有限公司,16930971
4162,智擎生技製藥股份有限公司,80264691
4163,鐿鈦科技股份有限公司,27473348
4167,展旺生命科技股份有限公司,80642673
4168,台灣醣聯生技醫藥股份有限公司,12683520
4171,瑞基海洋生物科技股份有限公司,27489806
4173,久裕企業股份有限公司,5071926
4174,台灣浩鼎生技股份有限公司,13110677
4175,杏一醫療用品股份有限公司,86649006
4180,安成國際藥業股份有限公司,16284926
4183,福永生物科技股份有限公司,80064027
4188,安克生醫股份有限公司,24316471
4192,杏國新藥股份有限公司,29118865
4198,環瑞醫投資控股股份有限公司,54154754
4205,中華食品實業股份有限公司,76316325
4207,環泰企業股份有限公司,12529007
4303,信立化學工業股份有限公司,72104709
4304,勝昱科技股份有限公司,12413104
4305,世坤塑膠股份有限公司,22281617
4401,東隆興業股份有限公司,18770509
4402,福大材料科技股份有限公司,56349214
4406,新昕纖維股份有限公司,7652202
4413,飛寶企業股份有限公司,22676914
4415,台原藥股份有限公司,7729080
4416,三圓建設股份有限公司,7648290
4417,金洲海洋科技股份有限公司,91871595
4419,元勝國際實業股份有限公司,86124493
4420,光明絲織廠股份有限公司,29576307
4429,聚紡股份有限公司,16728098
4430,耀億工業股份有限公司,59021804
4432,銘旺實業股份有限公司,22069170
4433,興采實業股份有限公司,23282425
4502,健信科技工業股份有限公司,55878947
4503,金雨企業股份有限公司,59260902
4506,崇友實業(股)公司,4416894
4510,高鋒工業股份有限公司,55857746
4513,福裕事業股份有限公司,55848584
4523,永彰機電股份有限公司,22522361
4527,霖冷凍機械股份有限公司,22551554
4528,江興鍛壓工業股份有限公司,52604255
4529,淳紳股份有限公司,22662904
4530,宏易創新國際股份有限公司,36243760
4533,協易機械工業股份有限公司,36096704
4534,慶騰精密科技股份有限公司,84189908
4535,至興精機股份有限公司,22794503
4538,大詠城機械股份有限公司,60256758
4541,晟田科技工業股份有限公司,86263092
4542,科嶠工業股份有限公司,70730016
4543,萬在工業股份有限公司,22212598
4549,桓達科技股份有限公司,80132123
4550,長佳機電工程股份有限公司,84271478
4554,橙的電子股份有限公司,27601913
4556,旭然國際股份有限公司,1517102
4561,健椿工業股份有限公司,59362767
4563,百德機械股份有限公司,86195222
4568,科際精密股份有限公司,54705928
4609,唐鋒實業股份有限公司,34097236
4702,中美聯合實業股份有限公司,11121403
4706,大恭化學工業股份有限公司,11051504
4707,磐亞股份有限公司,5712099
4711,永純化學工業股份有限公司,35108702
4712,南璋股份有限公司,43696296
4714,永捷高分子工業股份有限公司,86123874
4716,大立高分子工業股份有限公司,85004174
4721,美琪瑪國際股份有限公司,86688957
4726,永昕生物醫藥股份有限公司,12905993
4728,雙美生物科技股份有限公司,12744147
4729,熒茂光學股份有限公司,27800048
4735,豪展醫療科技股份有限公司,96965874
4736,泰博科技股份有限公司,16584326
4741,泓瀚科技股份有限公司,80627878
4743,合一生技股份有限公司,29108260
4744,皇將科技股份有限公司,80234971
4745,合富醫療控股股份有限公司,9906168
4747,強生化學製藥廠股份有限公司,35348007
4754,國碳科技股份有限公司,16446422
4760,勤凱科技股份有限公司,28732006
4767,誠泰工業科技股份有限公司,88744414
4803,威馳克媒體集團股份有限公司,54386656
4804,大略國際控股有限公司,41244424
4806,昇華娛樂傳播股份有限公司,70557661
4903,聯合光纖通信股份有限公司,21223267
4905,台聯電訊股份有限公司,23882531
4907,富宇地產股份有限公司,22099391
4908,前鼎光電股份有限公司,16634613
4909,新復興微波通訊股份有限公司,45163295
4911,德英生物科技股份有限公司,80225425
4924,欣厚科技股份有限公司,53025260
4933,友輝光電股份有限公司,80660088
4939,亞洲電材股份有限公司,80494173
4944,兆遠科技股份有限公司,12646223
4946,紅心辣椒娛樂科技股份有限公司,28222209
4947,昂寶電子股份有限公司,26326410
4950,牧東光電股份有限公司,24302624
4953,緯創軟體股份有限公司,86714857
4966,譜瑞科技股份有限公司,28422591
4971,英特磊科技股份有限公司,39954594
4972,湯石照明科技股份有限公司,86831927
4973,廣穎電通股份有限公司,80161908
4974,亞泰影像科技股份有限公司,80640083
4979,華星光通科技股份有限公司,12927477
4987,科誠股份有限公司,84152965
4991,環宇通訊半導體控股股份有限公司,38612141
4995,晶達光電股份有限公司,70783202
5009,榮剛材料科技股份有限公司,84252697
5011,久陽精密股份有限公司,7926511
5013,強新工業股份有限公司,84703335
5014,建錩實業股份有限公司,43912787
5015,華祺工業股份有限公司,12494555
5016,松和工業股份有限公司,85611896
5102,富強輪胎工廠股份有限公司,59743302
5201,凱衛資訊股份有限公司,21261212
5202,力新國際科技股份有限公司,22645531
5205,中茂能資系統整合科技(股)公司,23533366
5206,坤悅開發股份有限公司,4738240
5209,新鼎系統股份有限公司,22619999
5210,寶碩財務科技股份有限公司,23131763
5211,蒙恬科技股份有限公司,86287778
5212,凌網科技股份有限公司,16541333
5213,亞昕國際開發股份有限公司,89961389
5220,萬達光電科技股份有限公司,80082329
5223,安力國際股份有限公司,53000726
5227,蓋曼立凱電能科技(股)公司,31604336
5230,雷笛克光學股份有限公司,28951775
5245,智晶光電股份有限公司,28023412
5251,天鉞電子股份有限公司,86710851
5263,智崴資訊科技股份有限公司,13158496
5272,笙科電子股份有限公司,27952369
5274,信驊科技股份有限公司,27490748
5276,達輝股份有限公司,38547064
5278,尚凡國際創新科技股份有限公司,80283629
5281,大峽谷半導體照明系統(開曼),54398554
5287,數字科技股份有限公司,28466605
5289,宜鼎國際股份有限公司,27565769
5291,邑昇實業股份有限公司,84808400
5299,杰力科技股份有限公司,28935446
5301,寶得利國際股份有限公司,30866141
5302,太欣半導體股份有限公司,47255828
5304,鼎創達股份有限公司,4679663
5306,桂盟國際股份有限公司,22099483
5309,系統電子工業股份有限公司,20768310
5310,天剛資訊股份有限公司,23534251
5312,寶島光學科技股份有限公司,23530966
5314,世紀民生科技股份有限公司,22099815
5315,光聯科技股份有限公司,22100405
5317,凱美電機股份有限公司,4413051
5321,友銓電子股份有限公司,44043132
5324,士林開發股份有限公司,5147030
5328,華容股份有限公司,76409479
5340,建榮工業材料股份有限公司,86691377
5344,立衛科技股份有限公司,22099316
5345,天揚精密科技股份有限公司,23827860
5347,世界先進積體電路股份有限公司,84149358
5348,系通科技股份有限公司,22099673
5349,先豐通訊股份有限公司,22554807
5351,鈺創科技股份有限公司,22099694
5353,台林電通股份有限公司,12278439
5355,佳總興業股份有限公司,23063420
5356,協益電子股份有限公司,35229109
5364,力麗觀光開發股份有限公司,23615486
5371,中強光電股份有限公司,22099907
5381,合正科技股份有限公司,86332422
5383,金利精密工業股份有限公司,35317291
5386,青雲國際科技股份有限公司,21224842
5392,應華精密科技股份有限公司,84901089
5398,慕康生技醫藥股份有限公司,4669623
5403,中菲電腦股份有限公司,12358067
5410,國眾電腦股份有限公司,1517124
5425,台灣半導體股份有限公司,34286449
5426,振發實業股份有限公司,35320697
5432,達威光電股份有限公司,23746488
5438,東友科技股份有限公司,16091527
5439,高技企業股份有限公司,22773079
5443,均豪精密工業股份有限公司,33838628
5450,寶聯通綠能科技股份有限公司,23438530
5452,佶優科技股份有限公司,86266274
5455,昇益開發股份有限公司,86233176
5457,宣德科技股份有限公司,23866949
5460,同協電子股份有限公司,33701355
